mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC AveExpr t P.Value adj.P.Val B FDR tw_dis chr start end strand de gene
scaffold_163_128481_128482_- 7.07845235994667 10.042298892631 7.2664933039972 0 0 0 0 0 3.88942109375461 0.727721681447763 5.71549477655957 0.000555201555380676 0.00622645092339364 -0.947937858078613 0.00622645092339364 0.0283698584052838 scaffold_163 128481 128482 - 1 JGI_V11_299520
scaffold_163_128481_128482_-.1 7.07845235994667 10.042298892631 7.2664933039972 0 0 0 0 0 3.88942109375461 0.727721681447763 5.71549477655957 0.000555201555380676 0.00622645092339364 -0.947937858078613 0.00622645092339364 0.0283698584052838 scaffold_163 128481 128482 - 1 JGI_V11_229250
scaffold_77_79138_79154_- 31.3169017820591 31.639063201588 31.7613500924664 0 0 12.1083917370487 11.497754682761 15.3959105790873 1.0420886666458 3.22908769944644 7.85751792009097 6.89609376844016e-05 0.00242615633389708 2.14470827669967 0.00242615633389708 0.0206083382453402 scaffold_77 79138 79154 - 1 JGI_V11_299469
scaffold_12_754858_754872_+ 255.965984068228 273.880497462317 268.408280256721 13.0523650147269 13.7278692100752 101.132552426616 129.992510543905 106.133865901953 1.02428946047522 6.72573961955789 9.51657530924318 1.83405517966558e-05 0.0013835458068066 3.44229237886004 0.0013835458068066 0.0146960682553964 scaffold_12 754858 754872 + 1 JGI_V11_222925
scaffold_88_276410_276559_- 54.9233834115652 45.0902870893956 50.1397711247653 0 0 25.6149599549965 23.7560836580971 14.6689303489608 1.02090014905627 3.72364011644196 5.28406126945675 0.00090192298648801 0.00822964316434355 -0.709201425210474 0.00822964316434355 0.0235162163884543 scaffold_88 276410 276559 - 1 JGI_V11_216737
scaffold_17_649232_649239_- 8.94208041364859 9.64216140374618 10.8309971684421 0 0 0 0 0 4.15476230656455 0.828665957525521 6.65015237877643 0.000210192954313815 0.0041723096564865 -0.490125329181787 0.0041723096564865 0.0271323579042061 scaffold_17 649232 649239 - 1 JGI_V11_210441
scaffold_1_409256_409263_+ 25.6390615606606 20.9206089001607 27.2213592759125 14.3192926119252 11.1848196133482 5.62658353476591 8.16922329185382 6.32051614134618 1.57702310661602 3.93326527222047 5.34897722897534 0.000837092568001774 0.00794418790304013 -0.13885158340847 0.00794418790304013 0.0225506001791999 scaffold_1 409256 409263 + 1 JGI_V11_299604
scaffold_12_1037164_1037224_+ 103.354712106959 116.226252487557 103.211467160128 13.3025760807934 14.2811611501014 37.6046854029232 44.4465073143463 38.451436276501 1.18857533219967 5.69618254532473 12.0240070041015 3.47357027081866e-06 0.000648140541266541 5.17443111931362 0.000648140541266541 0.0155532187584013 scaffold_12 1037164 1037224 + 1 JGI_V11_301125
scaffold_9_487402_487443_- 118.900458687551 130.218215308108 132.121440164361 6.14554903423155 7.41668723013467 38.8630219731012 54.5517678010183 66.0161756340245 1.05819370791061 5.68064586116598 5.74126749221842 0.000539756857582317 0.00613194401844011 -0.204687523364029 0.00613194401844011 0.023282721904258 scaffold_9 487402 487443 - 1 JGI_V11_237171
scaffold_83_138855_138856_+ 7.69694605749749 7.87749594828077 9.04175051127946 0 0 0 0 0 3.91213865975421 0.737772216492926 6.36064335106486 0.0002808649945994 0.00470589752623082 -0.640778515291868 0.00470589752623082 0.0275488567596646 scaffold_83 138855 138856 + 1 JGI_V11_308681
scaffold_16_328249_328251_- 10.4924192703153 11.675267095955 9.90429682871081 9.80160860610826 6.535373170843 0 0 0 4.27646679890806 1.89777783203977 6.00158840063311 0.000407833680824408 0.00535176594308626 -0.766643864523609 0.00535176594308626 0.0260993746470879 scaffold_16 328249 328251 - 1 JGI_V11_240344
