"mat_females_1" "mat_females_2" "mat_females_3" "mat_males_1" "mat_males_2" "pE_females_1" "pE_females_2" "pE_females_3" "logFC" "logCPM" "PValue" "FDR" "tw_dis" "chr" "start" "end" "strand" "de"
"JGI_V11_189791" 7.75995193244494 4.74445781007938 8.88417311481052 8.61021255939807 14.0992268839371 5.54248135649745 5.39849957267845 10.6403257567784 0.661657472980318 3.5474602581245 0.225971743627763 0.358981320649222 0.0299302264926319 "scaffold_1" 120715 120736 "+" 0
"JGI_V11_219913" 35.1502365071726 31.8969541484903 30.8584895912461 17.3955721764274 13.2536396644877 19.9209793065561 21.411166665884 18.1683373540318 -1.08463758297144 4.88668543737904 0.00191527798100401 0.00641977474672937 0.0191461566845284 "scaffold_1" 157386 157461 "+" 1
"JGI_V11_299986" 7.95169016819962 8.03420279501791 8.14956435918423 1.38777878078145e-17 1.38777878078145e-17 7.4290730698792 5.30007717754637 7.75082721530443 -6.07747909490482 3.13712240822697 1.43064745457092e-05 8.15693338739959e-05 0.0256009977156645 "scaffold_1" 162014 162063 "+" 1
"JGI_V11_299784" 30.1131459973453 31.8035030288293 31.2346264120007 34.2806564667382 27.9733795148417 44.1285446335838 52.5249044185647 47.9252348484849 0.00338339085927319 5.49967151518773 1 1 0.0170842067972813 "scaffold_1" 163697 163750 "+" 0
"JGI_V11_231974" 12.3212658859661 10.3614510371889 10.797953804051 5.76155386903713 0.0282378724989987 12.4183600477887 7.10498349250839 0.0852198657761982 -1.8944630665945 3.44966255155145 0.00619658884031355 0.0179480662354804 0.0668629794850377 "scaffold_1" 168298 168301 "+" 0
"JGI_V11_299786" 36.1457124459074 68.47096072544 63.7664627705861 76.6864576158394 184.967520194394 60.1384581180612 88.0773646253382 42.3983423706208 1.21937723579295 6.51130779026602 0.0036857385863084 0.0114881775403668 0.0924249420684373 "scaffold_1" 224681 224753 "+" 0
"JGI_V11_299787" 29.8108433468575 39.6234616413191 25.899453432734 37.9947776257803 36.2258099847008 26.2580194341487 17.2980259176541 10.3218332239866 0.222442578028021 5.11005453555658 0.530061647941807 0.679364284064556 0.0332907331971583 "scaffold_1" 226515 226518 "+" 0
"JGI_V11_231986" 17.1028666593296 22.6343453016012 14.2467481691663 23.1784255638178 14.5446000060814 25.6484369349344 11.7557863499267 11.2044712530393 0.0670830627182005 4.49043432326775 0.927248223440282 0.990887675442585 0.0422243635372238 "scaffold_1" 230668 230676 "+" 0
"JGI_V11_299990" 9.32699339004229 9.67980529697141 6.63856964110468 11.0820029349467 10.4701684369679 10.3859881625874 6.14376577602926 0.0740446855690222 0.328353809056643 3.52482258055715 0.555817590630941 0.703354110276485 0.0377518761827918 "scaffold_1" 234773 234777 "+" 0
"JGI_V11_309510" 26.9113448656019 37.4637394191239 32.2620476196869 1.38777878078145e-17 1.38777878078145e-17 9.29966335263033 9.13747117853099 12.1668438068501 -8.06211425506626 4.40006256769064 1.01656318880224e-17 4.29529583052831e-16 0.0239634012101414 "scaffold_1" 338755 338789 "+" 1
"JGI_V11_299792" 23.2568999162246 23.9102415175377 19.593745440691 21.2037871947457 13.6196780721545 24.6767056288243 20.8555189199862 20.5682589577072 -0.351863694708609 4.72394799139754 0.364327723517327 0.514199474508238 0.0215411350977181 "scaffold_1" 342988 343020 "+" 0
"JGI_V11_219940" 47.7802125671042 50.33008457144 55.8348993731061 26.6339309668623 22.2179596922421 25.8665152344054 23.0723197861671 27.351332680624 -1.06721239730602 5.41938307772398 0.000285214057548431 0.00116359565224987 0.0175611439225246 "scaffold_1" 387210 387364 "+" 1
"JGI_V11_219945" 10.9571153145754 8.72960110542076 11.2609715222484 11.2220161956891 11.9540523403351 10.8945407780929 12.2904051814217 11.2954562018604 0.165050530771996 3.90692439308481 0.780200101133932 0.888777003003337 0.0224340722116867 "scaffold_1" 402522 402533 "+" 0
"JGI_V11_299604" 23.4710840674277 18.9651250273401 24.8446484921475 15.0241156470426 11.6398809263562 6.09978333029199 8.44185063700574 6.85791757865526 -0.744966238919959 4.25988264864168 0.0615647381126062 0.127343840788273 0.0228259537208213 "scaffold_1" 409256 409263 "+" 0
"JGI_V11_299637" 7.99837634162272 10.0482017216011 8.91715721559666 1.38777878078145e-17 1.38777878078145e-17 6.60735819010155 9.1795138332125 0.0713767921224786 -6.23514370073258 3.10697352419009 6.08637914858638e-06 3.76992693856783e-05 0.0374323806732364 "scaffold_1" 424111 424137 "+" 1
"JGI_V11_219955" 32.7291391793262 31.3091342544522 27.5763446293128 32.7012377901301 27.3937879664872 35.3527915830599 31.6196086032132 34.9559253029943 -0.0235339373322381 5.27460886544859 1 1 0.0176514847253235 "scaffold_1" 442734 442760 "+" 0
"JGI_V11_309533" 12.772176070111 9.28512468150637 18.1358460885281 30.4093106489306 47.5128437034133 193.692200128145 178.127102028395 216.552286089109 1.53169838298726 6.68203262820309 7.08246095692887e-06 4.28779428801466e-05 0.0251222491584661 "scaffold_1" 517723 517732 "+" 1
"JGI_V11_300012" 3889.5659533329 3349.13448598449 3478.97015580295 5479.71763149259 5119.10954890363 3425.71334287886 2970.2437121898 5055.65223226246 0.568858542335294 12.2018798447189 0.0162696149612445 0.0409879983053816 0.0329191206463656 "scaffold_1" 560841 560913 "+" 0
"JGI_V11_300012.1" 37.9788233137553 27.7378480718527 31.4734246888481 68.3616609334862 73.9063998273688 72.9940958785892 53.9505947503505 13.3017930610076 1.13149498578931 5.82260997464048 0.019185290702282 0.0472692512028399 0.11530888739707 "scaffold_1" 561752 561822 "+" 0
"JGI_V11_300012.2" 989.376257765721 809.438897140732 676.477028449709 1526.9699397093 1687.28509910823 943.934740340469 684.578159815605 793.692327235505 0.961729982450734 10.1895611606488 8.91348388187138e-06 5.28016325591019e-05 0.026915402672483 "scaffold_1" 562554 562716 "+" 1
"JGI_V11_300012.3" 15.0602785917807 12.999550142824 9.27402804909163 14.5583423556977 23.166156470068 8.71598616853364 9.98406444843536 8.71121573164888 0.593839928589208 4.08940500077939 0.133635009725835 0.239958614713134 0.0263592126053472 "scaffold_1" 562906 562947 "+" 0
"JGI_V11_300012.4" 281.044992676405 201.569696078693 168.938115464733 493.198796743488 501.812547681424 240.296301698826 184.364416694748 171.25372295904 1.19533853499236 8.34118210238741 1.5479119806334e-06 1.10380866238024e-05 0.0336259214430674 "scaffold_1" 563101 563167 "+" 1
"JGI_V11_300012.5" 87.9455342593079 59.7736100626543 54.696418034404 135.372416254512 134.856570427837 74.9047216971482 70.9381199917112 32.1004331493763 1.00050192643641 6.5797020873326 0.00272018006368228 0.00875184631547447 0.0554181268658891 "scaffold_1" 563319 563394 "+" 1
"JGI_V11_300012.6" 99.5284345863019 68.9304013346979 63.1921455276171 141.356393626605 175.375044924749 61.8496258981564 68.3816778206715 64.2085578560519 1.03503236907606 6.76677276940539 1.76760923439009e-05 9.846589077568e-05 0.0254527643289852 "scaffold_1" 563543 563715 "+" 1
"JGI_V11_300012.7" 111.917836842332 81.5522956759098 123.974396476382 180.530793152985 210.570333732425 81.3680578199723 68.8164444609642 87.0674858404821 0.885370568167097 7.10985425339868 0.000109795320956591 0.000497794191140232 0.0237411011694269 "scaffold_1" 563871 564079 "+" 1
"JGI_V11_230075" 300.151146182407 207.502540472611 388.706973049146 224.865500118683 264.484165330046 636.301408454472 475.237181456419 436.022127113411 -0.288086409236402 8.72615049415037 0.333394014946605 0.483068099839865 0.0445902093184639 "scaffold_1" 599179 599238 "+" 0
"JGI_V11_230075.1" 0 0 4.83769797584229 0.0204927371303791 5.46334945873207 7.57266628040686 6.26268498761286 10.3058020591499 0.766301284239135 2.82627143200091 0.509034216990692 0.660129144220159 0.0383636189022264 "scaffold_1" 599470 599495 "+" 0
"JGI_V11_230075.2" 13.117715073155 9.46257991060224 11.6717322763583 12.3024780183973 17.7819081601304 29.9789743250358 23.6315084033947 16.7720378074331 0.393132419271214 4.42372606407053 0.3770637863058 0.527858198508655 0.0278608981634018 "scaffold_1" 599729 599732 "+" 0
"JGI_V11_299805" 23.542259051343 14.4813093299425 40.2710152332268 18.5300151269808 31.3085707134967 33.5036047713701 47.403459759022 34.4735699285436 -0.0657525729482463 5.21578871372963 0.894987332018753 0.969762132729237 0.0556209103654643 "scaffold_1" 601270 601305 "+" 0
"JGI_V11_299809" 89.6009649525388 106.947862053882 104.553364507916 51.3444429878029 57.0026448040458 113.688396121478 75.4563330160383 82.7672166899984 -0.88845396112054 6.64947042990621 0.000579109469150514 0.0022086410952658 0.0226229706911098 "scaffold_1" 642134 642148 "+" 1
"JGI_V11_300019" 20.4159500016196 22.0843840149476 15.6216298269468 18.9764749990224 14.2912276257347 26.6839104678264 23.5217350910236 14.3779102643274 -0.219054736181523 4.6267877803495 0.601893758234615 0.744996248948959 0.0272370453886225 "scaffold_1" 645397 645444 "+" 0
"JGI_V11_299812" 141.523113306895 145.4488141184 163.727835456373 104.493716999057 101.638384239251 148.511262025271 149.154926088782 115.025856052556 -0.543115355276483 7.28677221372042 0.00929602278685516 0.0253512051522619 0.0159499568306826 "scaffold_1" 704266 704330 "+" 0
"JGI_V11_299812.1" 10.1144402203897 10.8981838044119 0 0.0208858406872403 5.57715881192215 0.0283057482017822 5.33440578175589 0.0270770046071029 -1.26753261801458 2.81138365104738 0.283760537511558 0.427454181852411 0.344644548065709 "scaffold_1" 704480 704529 "+" 0
"JGI_V11_300027" 20.0193362635508 22.0439324091657 20.4969848659506 14.9070860711708 14.0355468042245 11.7008350270523 14.0133525927697 11.8609606104147 -0.524184102406991 4.39293997516316 0.178950893798072 0.30050411470082 0.0203949735144411 "scaffold_1" 901912 901974 "+" 0
"JGI_V11_309592" 10.1720938210795 10.4090741378072 8.37139296582091 10.5495909577406 9.21148881908317 13.5197803002014 12.1200083081815 15.8693954052365 0.0321579209479208 3.92520156969027 1 1 0.0227812147607612 "scaffold_1" 932304 932340 "+" 0
"JGI_V11_309592.1" 15.958485608944 18.0802436357928 17.4208991715769 7.46411767591333 0.0357128322861202 7.59527847238628 10.0775523836336 9.24901578380859 -2.14827071335467 3.89531311865046 8.87655713850129e-05 0.000413305813174937 0.0272812882854351 "scaffold_1" 934122 934162 "+" 1
"JGI_V11_299818" 15.958485608944 18.0802436357928 17.4208991715769 7.46411767591333 0.0357128322861202 7.59527847238628 10.0775523836336 9.24901578380859 -2.14827071335467 3.89531311865046 8.87655713850129e-05 0.000413305813174937 0.0272812882854351 "scaffold_1" 934122 934162 "+" 1
"JGI_V11_299820" 7.03979804231492 0 7.02166454280229 7.07116409532917 0.0340194879235418 12.7842264061378 9.90727583462362 10.7449687907205 -0.359234445969978 3.32377186358022 0.726601635103634 0.847438374786428 0.0442177572576053 "scaffold_1" 978321 978344 "+" 0
"JGI_V11_189934" 202.361563076464 228.786806533759 166.587617782473 318.462357393277 265.27935583876 310.092512075525 347.117367355975 273.550378181872 0.550414998912697 8.25501816358645 0.00805239804390304 0.022360940627506 0.0210943031317264 "scaffold_1" 986174 986322 "+" 0
"JGI_V11_309603" 202.361563076464 228.786806533759 166.587617782473 318.462357393277 265.27935583876 310.092512075525 347.117367355975 273.550378181872 0.550414998912697 8.25501816358645 0.00805239804390304 0.022360940627506 0.0210943031317264 "scaffold_1" 986174 986322 "+" 0
"JGI_V11_299826" 51.1973667879521 55.1813874095144 56.9221808772913 32.5898823454632 32.0810912713057 40.2984236111633 44.0727174385245 36.6875699821222 -0.749469881072933 5.71923633007374 0.0054281946484144 0.0159847617422799 0.0157877279103325 "scaffold_1" 989274 989324 "+" 0
"JGI_V11_230081" 414.181069500689 329.173544704764 391.352602119573 663.802418375963 689.425673088528 333.571079728741 399.647970829944 608.122403688096 0.838835587504828 9.10932887965885 0.0012613686343499 0.00444293213544967 0.0380848528615174 "scaffold_1" 995581 995764 "+" 1
"JGI_V11_230081.1" 8.44407618219888 9.41784002612053 8.30726772281144 9.48866168067281 7.37868065542139 8.0305660091335 9.31185748107004 8.15435107407361 -0.0492927054827605 3.60323684132434 0.988365697477457 1 0.0236572203052322 "scaffold_1" 998645 998649 "+" 0
"JGI_V11_230081.2" 824.449597789369 840.885300121012 858.524626393996 764.772990936473 920.681981690298 876.23687727893 965.839994554984 786.745015543305 0.00241308292986342 9.94395448525138 0.9853480536531 1 0.0135802945287905 "scaffold_1" 1000904 1001064 "+" 0
"JGI_V11_230081.3" 108.392610722288 111.998506044926 101.729176554872 111.021261245049 146.963182119608 112.64391020073 150.803808419484 76.1023761702289 0.264183529417597 7.07045271790046 0.354295075038831 0.503669796051991 0.0387682219498963 "scaffold_1" 1001249 1001290 "+" 0
"JGI_V11_230081.4" 0 5.77069934247052 5.01855331177515 8.62186563489295 16.4950725954739 5.62989859910438 7.00590158488393 5.93250459350154 1.78302186568241 3.31938083603551 0.00153522786472636 0.00529939842254528 0.0348170544081349 "scaffold_1" 1002385 1002452 "+" 1
"JGI_V11_230081.5" 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 6.62370651226547 10.5461329807473 0.0272786958961302 0.0103488197126514 5.24969961781943 6.16776791298505 2.43480685202867 1.27855773342381e-06 9.29968099961047e-06 0.0366421251817755 "scaffold_1" 1003940 1003966 "+" 1
"JGI_V11_230081.6" 31.46191202587 26.7990452000166 27.8695954579294 51.9015470484373 68.6877722479649 21.3868373357657 31.8565756833765 26.2804621208947 1.06679278222686 5.43632572548175 0.000129109144569628 0.000576378088186111 0.0222756706594178 "scaffold_1" 1004706 1004728 "+" 1
"JGI_V11_230081.7" 6.2301421783317 0 7.82132009932097 0.0255057643238561 6.9431631066203 6.73890498034605 5.768281589158 5.56755804009072 -0.392250109659894 2.97638878235773 0.729094854128055 0.849373401165311 0.0487393299740958 "scaffold_1" 1006322 1006326 "+" 0
